submission_id,age,cups,where_drink,brew,brew_other,purchase,favorite,additions,dairy,sweetener,style,strength,roast_level,caffeine,expertise,coffee_a_bitterness,coffee_a_acidity,coffee_a_personal_preference,coffee_b_bitterness,coffee_b_acidity,coffee_b_personal_preference,coffee_c_bitterness,coffee_c_acidity,coffee_c_personal_preference,coffee_d_bitterness,coffee_d_acidity,coffee_d_personal_preference,prefer_abc,prefer_ad,prefer_overall,wfh,total_spend,why_drink,why_drink_other,taste,know_source,most_paid,most_willing,value_cafe,spent_equipment,value_equipment,gender,education_level,employment_status,marital_status,number_children,household_income
dY2JPN,18-24 years old,2,"('At home', 'At a cafe')","('Pour over',)",,,Pourover,"('Milk, dairy alternative, or coffee creamer',)","('Coffee creamer',)",,Nutty,Somewhat strong,Light,Full caffeine,6,2,4,4,4,2,3,3,3,3,1,5,2,Coffee C,Coffee A,Coffee C,I primarily work from home,$20-$40,"('It tastes good', 'I need the ritual', 'It makes me go to the bathroom')",,Yes,Yes,$6-$8,$6-$8,Yes,$50-$100,Yes,Male,,,Single,,
MAdjLE,35-44 years old,2,"('At home',)","('Espresso', 'Pour over')",,,Espresso,"('No - just black',)",,,Fruity,Somewhat strong,Nordic,Full caffeine,9,3,3,3,4,1,2,3,2,3,1,4,4,Coffee A,Coffee D,Coffee D,I do a mix of both,>$100,"('It tastes good',)",,Yes,Yes,$15-$20,More than $20,Yes,"More than $1,000",Yes,Male,Doctorate or professional degree,Employed full-time,Married,None,"$150,000 or more"
6dQ6xo,25-34 years old,3,"('At the office', 'At home')","('Espresso', 'Pour over')",,,Latte,"('Milk, dairy alternative, or coffee creamer',)","('Skim milk',)",,Chocolatey,Somewhat strong,Medium,Full caffeine,7,2,5,5,3,4,2,3,3,5,1,5,4,Coffee C,Coffee A,Coffee C,I do a mix of both,$40-$60,"('It tastes good',)",,Yes,Yes,$10-$15,More than $20,No,"More than $1,000",Yes,Male,Master's degree,Employed full-time,Married,None,"$150,000 or more"
7d97lZ,25-34 years old,2,"('At home', 'At the office')","('Coffee extract (e.g. Cometeer)',)",,,Americano,"('No - just black',)",,,Full Bodied,Medium,Dark,Full caffeine,3,2,5,2,3,2,4,4,3,3,3,4,2,Coffee B,Coffee D,Coffee B,I do a mix of both,>$100,"('I need the caffeine', 'It tastes good')",,Yes,Yes,$8-$10,$15-$20,Yes,$20-$50,No,Female,Doctorate or professional degree,Employed full-time,Married,None,"$150,000 or more"
0EjqPQ,25-34 years old,3,"('At home',)","('Pour over',)",,,Pourover,"('No - just black',)",,,Fruity,Somewhat strong,Light,Full caffeine,7,3,4,2,5,2,2,4,3,3,1,5,5,Coffee C,Coffee D,Coffee D,I primarily work from home,$40-$60,"('It tastes good', 'I need the caffeine', 'I need the ritual')",,Yes,Yes,$8-$10,$15-$20,No,$300-$500,Yes,Male,Bachelor's degree,Employed full-time,Married,1,"$150,000 or more"
BGbJD4,25-34 years old,1,"('At the office',)",,,,Pourover,"('No - just black',)",,,Chocolatey,Medium,Light,Full caffeine,2,1,4,5,3,2,4,4,2,2,2,4,3,Coffee A,Coffee A,Coffee A,I primarily work in person,$20-$40,"('I need the caffeine', 'I need the ritual', 'It makes me go to the bathroom', 'It tastes good')",,No,Yes,$6-$8,More than $20,Yes,$100-$300,Yes,Male,Bachelor's degree,Employed full-time,Married,More than 3,"$75,000 - $99,999"
9dJYbp,25-34 years old,3,"('At home', 'At the office')","('Pour over', 'Espresso', 'Coffee brewing machine (e.g. Mr. Coffee)')",,,Latte,"('Milk, dairy alternative, or coffee creamer', 'No - just black')","('Whole milk',)",,Chocolatey,Medium,Light,Full caffeine,8,1,1,5,2,1,3,3,3,2,2,2,1,Coffee A,Coffee A,Coffee D,I primarily work in person,$20-$40,"('It tastes good', 'I need the caffeine')",,Yes,Yes,$15-$20,$10-$15,No,$100-$300,Yes,Male,Master's degree,Student,Single,None,"$25,000 - $49,999"
xdNbJ9,25-34 years old,1,"('At home', 'On the go', 'At the office', 'At a cafe')","('Espresso',)",,"('National chain (e.g. Starbucks / Dunkin)',)",Espresso,"('No - just black',)",,,Fruity,Very strong,Medium,Full caffeine,6,3,3,4,3,1,3,4,2,3,1,4,5,Coffee A,Coffee D,Coffee D,I primarily work from home,$20-$40,"('It tastes good',)",,Yes,Yes,$8-$10,$8-$10,Yes,$300-$500,Yes,Male,Bachelor's degree,Employed full-time,Single,None,"$150,000 or more"
EPbVLl,45-54 years old,2,"('At home', 'At the office', 'On the go')","('Pod/capsule machine (e.g. Keurig/Nespresso)',)",,"('Local cafe',)",Regular drip coffee,"('No - just black',)",,,Full Bodied,Somewhat strong,Italian,Full caffeine,6,2,4,1,4,3,4,4,4,5,1,4,,Coffee C,Coffee A,Coffee C,I primarily work from home,,,,,,,,,,,,,,,,
pLPNQJ,35-44 years old,1,"('At home', 'On the go')","('Pour over',)",,"('Local cafe',)",Pourover,"('No - just black',)",,,Chocolatey,Somewhat strong,Medium,Full caffeine,7,4,4,5,4,2,4,2,2,3,4,5,1,Coffee A,Coffee A,Coffee A,I do a mix of both,$40-$60,"('I need the ritual', 'I need the caffeine', 'It makes me go to the bathroom', 'It tastes good')",,Yes,Yes,$6-$8,$6-$8,No,$300-$500,Yes,Female,Doctorate or professional degree,Employed full-time,Married,2,"$150,000 or more"
AlbMLW,25-34 years old,2,"('At home', 'At a cafe')","('Pour over', 'Other')",Aeropress,,Iced coffee,"('No - just black',)",,,Bright,Medium,Light,Decaf,7,2,3,4,3,2,2,3,2,2,1,4,5,Coffee A,Coffee D,Coffee D,I primarily work from home,$80-$100,"('It tastes good', 'I need the ritual')",,Yes,Yes,$8-$10,$8-$10,Yes,$500-$1000,Yes,Male,Bachelor's degree,Employed full-time,Married,1,"$150,000 or more"
EPboPq,25-34 years old,3,"('At home',)","('Pour over', 'Cold brew')",,,Latte,"('Milk, dairy alternative, or coffee creamer',)","('Whole milk',)",,Full Bodied,Medium,Medium,Full caffeine,3,2,3,4,1,2,5,4,2,2,3,3,1,Coffee A,Coffee A,Coffee C,I primarily work in person,>$100,"('It tastes good', 'I need the caffeine')",,Yes,Yes,$15-$20,More than $20,Yes,$500-$1000,Yes,Male,Master's degree,Employed full-time,Married,None,"$75,000 - $99,999"
ylq8yW,25-34 years old,3,"('At home', 'At the office', 'On the go', 'At a cafe')","('Espresso', 'Coffee brewing machine (e.g. Mr. Coffee)')",,"('Local cafe', 'National chain (e.g. Starbucks / Dunkin)')",Americano,"('No - just black',)",,,Full Bodied,Somewhat strong,Light,Full caffeine,7,1,4,2,2,3,3,3,2,5,1,3,3,Coffee C,Coffee D,Coffee C,I do a mix of both,$20-$40,"('It tastes good', 'I need the caffeine', 'I need the ritual', 'It makes me go to the bathroom')",,Yes,Yes,$8-$10,$10-$15,No,$20-$50,Yes,Male,Bachelor's degree,Employed full-time,Single,None,"$100,000 - $149,999"
J2kEDz,45-54 years old,1,"('At the office', 'At home')","('Espresso', 'Pour over', 'Coffee brewing machine (e.g. Mr. Coffee)')",,,Cappuccino,"('No - just black', 'Milk, dairy alternative, or coffee creamer')","('Coffee creamer',)",,Nutty,Somewhat strong,Medium,Decaf,5,3,3,4,2,4,2,2,5,1,1,4,2,Coffee A,Coffee A,Coffee A,I do a mix of both,$20-$40,"('It tastes good', 'I need the ritual', 'It makes me go to the bathroom')",,Yes,Yes,$4-$6,$4-$6,No,$500-$1000,Yes,Male,Some college or associate's degree,Employed full-time,Married,2,
24x9Lg,25-34 years old,2,"('At home',)","('Pour over',)",,,Pourover,"('No - just black',)",,,Juicy,Somewhat strong,Light,Full caffeine,6,2,2,3,4,1,2,1,3,3,2,4,5,Coffee A,Coffee D,Coffee D,I primarily work from home,$20-$40,"('It tastes good', 'I need the caffeine')",,Yes,Yes,$10-$15,$10-$15,No,$300-$500,Yes,Male,Some college or associate's degree,Employed full-time,Single,None,"$100,000 - $149,999"
0EjYb6,35-44 years old,3,"('At home',)","('Pour over', 'Espresso')",,,Pourover,"('No - just black',)",,,Fruity,Medium,Light,Full caffeine,8,4,2,2,4,2,2,3,3,4,1,4,5,Coffee C,Coffee D,Coffee D,I primarily work in person,>$100,"('It tastes good', 'I need the caffeine', 'I need the ritual')",,Yes,Yes,$10-$15,$10-$15,Yes,"More than $1,000",Yes,Male,Some college or associate's degree,Employed full-time,Single,None,"$75,000 - $99,999"
ZdRb6a,25-34 years old,2,"('At home',)","('Espresso', 'Pour over')",,,Cortado,"('No - just black', 'Milk, dairy alternative, or coffee creamer')","('Whole milk', 'Oat milk')",,Nutty,Somewhat strong,Medium,Full caffeine,7,3,4,3,4,2,2,3,2,4,3,5,5,Coffee C,Coffee D,Coffee D,I primarily work from home,$20-$40,"('It tastes good', 'I need the caffeine', 'I need the ritual')",,Yes,Yes,$10-$15,$15-$20,Yes,$500-$1000,Yes,Male,Doctorate or professional degree,Employed full-time,Single,None,"$100,000 - $149,999"
WApbdP,25-34 years old,3,"('At the office', 'At home')","('Other',)",Aeropress,,Espresso,"('No - just black',)",,,Floral,Medium,Light,Full caffeine,7,4,4,2,2,4,2,3,4,3,2,4,4,Coffee C,Coffee D,Coffee D,I primarily work from home,$20-$40,"('It tastes good', 'I need the ritual', 'I need the caffeine')",,Yes,No,$8-$10,More than $20,No,$300-$500,Yes,Male,Bachelor's degree,Employed full-time,Married,1,"$150,000 or more"
24xY69,18-24 years old,2,"('At home',)","('French press', 'Cold brew')",,,Cold brew,"('Milk, dairy alternative, or coffee creamer',)","('Half and half',)",,Chocolatey,Somewhat strong,Medium,Full caffeine,2,2,4,1,2,2,4,4,2,5,2,4,2,Coffee C,Coffee D,Coffee C,I primarily work from home,$20-$40,"('I need the ritual', 'It tastes good')",,Yes,Yes,$8-$10,,Yes,$20-$50,Yes,Male,Some college or associate's degree,Student,Single,None,"Under $25,000"
RzBqWd,25-34 years old,1,"('At home',)","('Pour over',)",,,Pourover,"('No - just black',)",,,Fruity,Medium,Light,Full caffeine,5,2,5,4,5,2,2,4,3,3,2,4,5,Coffee A,Coffee D,Coffee D,I primarily work in person,$40-$60,"('I need the ritual', 'It tastes good')",,Yes,Yes,$4-$6,$6-$8,,$100-$300,Yes,Male,,,Single,,
RzBqLv,25-34 years old,More than 4,"('At home', 'At the office', 'At a cafe')","('Pour over', 'French press', 'Espresso', 'Coffee brewing machine (e.g. Mr. Coffee)')",,,Espresso,"('No - just black',)",,,Full Bodied,Somewhat strong,Medium,Full caffeine,5,3,3,4,4,3,3,2,2,4,1,5,2,Coffee A,Coffee A,Coffee A,I primarily work in person,$40-$60,"('It tastes good',)",,Yes,No,$8-$10,$8-$10,Yes,$500-$1000,Yes,Male,High school graduate,Employed full-time,Living with a partner,None,"$150,000 or more"
oAV8d5,35-44 years old,3,"('At home', 'At a cafe')","('French press',)",,,Americano,"('No - just black',)",,,Nutty,Very strong,Medium,Full caffeine,7,3,4,3,4,2,4,2,2,5,1,5,2,Coffee C,Coffee A,Coffee C,I primarily work from home,$40-$60,"('It tastes good', 'I need the caffeine', 'I need the ritual')",,Yes,Yes,$6-$8,$8-$10,Yes,$500-$1000,Yes,Male,Bachelor's degree,Employed full-time,Married,2,"$100,000 - $149,999"
oAV8OM,25-34 years old,2,"('At home',)","('Pour over', 'Espresso', 'Cold brew')",,,Pourover,"('No - just black',)",,,Fruity,Somewhat light,Light,Full caffeine,7,2,2,4,3,3,3,5,1,1,1,4,5,Coffee A,Coffee D,Coffee D,I primarily work in person,$60-$80,"('It tastes good', 'I need the ritual')",,Yes,Yes,More than $20,More than $20,No,"More than $1,000",Yes,Male,Bachelor's degree,Employed full-time,Married,More than 3,"$75,000 - $99,999"
AlbYyW,25-34 years old,1,"('At the office',)",,,,Mocha,"('Sugar or sweetener',)",,"('Honey',)",Floral,Somewhat strong,Light,Full caffeine,4,2,5,4,4,3,3,5,2,2,3,4,5,Coffee A,Coffee D,Coffee D,I primarily work in person,$20-$40,"('It tastes good', 'I need the caffeine')",,Yes,Yes,$10-$15,$10-$15,Yes,$100-$300,Yes,Male,Bachelor's degree,Employed full-time,Single,None,"$100,000 - $149,999"
KMB4kk,25-34 years old,1,"('At the office', 'At home')","('Cold brew', 'Coffee extract (e.g. Cometeer)', 'Pod/capsule machine (e.g. Keurig/Nespresso)', 'Other')",Moka pot,,Cappuccino,"('Milk, dairy alternative, or coffee creamer', 'No - just black')","('Skim milk', 'Soy milk')",,Chocolatey,Medium,Light,Full caffeine,3,1,4,2,4,1,5,3,3,4,1,5,1,Coffee B,Coffee A,Coffee B,I do a mix of both,$60-$80,"('It tastes good', 'I need the caffeine')",,Yes,No,$6-$8,$10-$15,Yes,$20-$50,Yes,Female,Doctorate or professional degree,Employed full-time,Single,None,"$150,000 or more"
42N0Kd,18-24 years old,2,"('At home', 'At the office', 'At a cafe')","('French press', 'Pod/capsule machine (e.g. Keurig/Nespresso)')",,,Latte,"('Milk, dairy alternative, or coffee creamer', 'Flavor syrup')","('Whole milk',)",,Full Bodied,Somewhat strong,Medium,Full caffeine,7,2,4,3,3,1,5,3,2,4,3,4,1,Coffee B,Coffee A,Coffee B,I do a mix of both,$60-$80,"('It tastes good', 'I need the caffeine', 'I need the ritual')",,Yes,Yes,$10-$15,$10-$15,No,$300-$500,Yes,Male,Some college or associate's degree,Employed full-time,Living with a partner,None,"$100,000 - $149,999"
0Ej0VZ,25-34 years old,1,"('At home',)","('French press', 'Cold brew')",,,Latte,"('Milk, dairy alternative, or coffee creamer', 'Sugar or sweetener')","('Almond milk', 'Skim milk', 'Whole milk')","('Artificial Sweeteners (e.g. Splenda)', 'Maple Syrup', 'Agave Nectar', 'Honey')",Sweet,Medium,Medium,Full caffeine,6,2,3,4,2,2,3,4,2,2,1,4,4,Coffee A,Coffee A,Coffee A,I primarily work in person,<$20,"('I need the caffeine', 'It tastes good')",,Yes,No,$6-$8,$8-$10,Yes,$20-$50,Yes,Female,Some college or associate's degree,Employed part-time,Single,None,"Under $25,000"
rlrQQo,35-44 years old,1,"('At home', 'On the go', 'At a cafe')","('Instant coffee',)",,"('Specialty coffee shop', 'Local cafe')",Latte,"('Milk, dairy alternative, or coffee creamer',)","('Oat milk',)",,Nutty,Somewhat strong,Dark,Half caff,7,2,3,3,3,2,3,3,1,4,2,4,1,Coffee C,Coffee A,Coffee C,I primarily work from home,$20-$40,"('It tastes good', 'I need the caffeine', 'I need the ritual')",,Yes,No,$8-$10,$6-$8,Yes,Less than $20,Yes,Female,Master's degree,Employed full-time,Single,None,"$75,000 - $99,999"
vNx84X,35-44 years old,2,"('At home',)","('Espresso',)",,,Espresso,"('No - just black', 'Milk, dairy alternative, or coffee creamer')","('Whole milk',)",,Fruity,Very strong,Light,Full caffeine,7,1,4,5,3,1,4,2,3,4,2,5,2,Coffee A,Coffee A,Coffee A,I primarily work in person,$40-$60,"('It tastes good',)",,Yes,Yes,$10-$15,$15-$20,No,"More than $1,000",No,Male,Doctorate or professional degree,Employed full-time,Married,3,"$150,000 or more"
OABxLk,25-34 years old,1,"('At a cafe', 'At home')","('Pour over', 'Espresso')",,,Iced coffee,"('No - just black',)",,,Fruity,Medium,Light,Full caffeine,8,1,4,5,5,1,1,4,2,2,2,4,4,Coffee A,Coffee A,Coffee A,I primarily work in person,$60-$80,"('It tastes good',)",,Yes,Yes,$15-$20,More than $20,Yes,"More than $1,000",Yes,Male,Master's degree,Student,Living with a partner,None,"$50,000 - $74,999"
MAd2V0,25-34 years old,1,"('At home',)","('Coffee brewing machine (e.g. Mr. Coffee)',)",,,Regular drip coffee,"('No - just black',)",,,Bold,Somewhat strong,Dark,Full caffeine,4,3,4,3,3,2,5,3,1,4,3,5,1,Coffee B,Coffee A,Coffee B,I do a mix of both,<$20,"('It tastes good',)",,Yes,No,$6-$8,$8-$10,No,Less than $20,Yes,Male,Bachelor's degree,Employed full-time,Living with a partner,None,"$100,000 - $149,999"
8dpbGk,25-34 years old,2,"('At home', 'At a cafe')","('Pour over', 'Espresso', 'French press')",,,Espresso,"('No - just black',)",,,Floral,Medium,Nordic,Full caffeine,8,1,4,4,2,3,3,4,1,2,1,3,3,Coffee A,Coffee A,Coffee A,I primarily work from home,$80-$100,"('It tastes good', 'I need the caffeine', 'I need the ritual')",,Yes,Yes,$15-$20,$15-$20,Yes,"More than $1,000",Yes,Male,Bachelor's degree,Employed full-time,Living with a partner,None,"$150,000 or more"
zKQ8ja,25-34 years old,1,"('At the office', 'At home')","('Espresso',)",,,Latte,"('Milk, dairy alternative, or coffee creamer', 'No - just black')","('Whole milk',)",,Chocolatey,Somewhat strong,Medium,Full caffeine,7,2,4,4,5,1,4,2,3,3,1,5,4,Coffee A,Coffee A,Coffee A,I do a mix of both,$20-$40,"('It tastes good', 'I need the ritual')",,Yes,Yes,$6-$8,$6-$8,No,"More than $1,000",Yes,Male,Bachelor's degree,Employed full-time,Single,None,
YZzBLJ,35-44 years old,1,"('At home',)","('Cold brew',)",,,Cold brew,"('Milk, dairy alternative, or coffee creamer', 'Sugar or sweetener')","('Whole milk', 'Flavored coffee creamer')","('Maple Syrup',)",Caramalized,Somewhat strong,Medium,Full caffeine,5,2,4,1,3,3,3,3,2,3,2,4,2,Coffee C,Coffee A,Coffee C,I primarily work from home,$60-$80,"('I need the caffeine',)",,No,No,$8-$10,$8-$10,Yes,$50-$100,Yes,Female,Bachelor's degree,Employed full-time,Single,None,"$150,000 or more"
QABNdl,25-34 years old,3,"('At home',)","('Pour over', 'French press', 'Espresso')",,,Cortado,"('Sugar or sweetener', 'Milk, dairy alternative, or coffee creamer')","('Whole milk',)","('Artificial Sweeteners (e.g. Splenda)',)",Chocolatey,Medium,Medium,Full caffeine,5,3,3,2,3,2,4,4,1,3,1,5,1,Coffee B,Coffee A,Coffee B,I primarily work from home,$40-$60,"('It tastes good', 'I need the caffeine')",,Yes,Yes,$6-$8,$10-$15,No,$500-$1000,Yes,Male,Master's degree,Employed full-time,Single,None,
8dpbko,25-34 years old,2,"('At home',)","('Espresso',)",,,Espresso,"('No - just black',)",,,Fruity,Very strong,Light,Full caffeine,7,1,4,5,1,5,5,4,1,2,5,2,3,Coffee B,Coffee A,Coffee B,I primarily work from home,>$100,"('It tastes good', 'I need the ritual')",,Yes,Yes,$10-$15,More than $20,Yes,"More than $1,000",Yes,Male,Bachelor's degree,Employed full-time,Married,None,"$100,000 - $149,999"
XeB6Ee,25-34 years old,4,"('At home', 'At the office')","('Bean-to-cup machine',)",,,Americano,"('No - just black',)",,,Sweet,Very strong,Light,Full caffeine,6,3,5,5,4,1,2,3,2,1,2,3,4,Coffee A,Coffee A,Coffee A,I primarily work in person,$80-$100,"('It tastes good', 'I need the caffeine', 'I need the ritual', 'It makes me go to the bathroom')",,Yes,Yes,$15-$20,$15-$20,Yes,"More than $1,000",Yes,Male,Doctorate or professional degree,Employed full-time,Married,1,"$150,000 or more"
KMBroK,25-34 years old,Less than 1,"('At home', 'On the go')","('Pour over',)",,"('National chain (e.g. Starbucks / Dunkin)',)",Latte,"('Milk, dairy alternative, or coffee creamer',)","('Whole milk', 'Flavored coffee creamer', 'Oat milk')",,Caramalized,Weak,Medium,Decaf,1,4,4,2,2,1,5,5,2,1,3,5,4,Coffee B,Coffee D,Coffee B,I do a mix of both,<$20,"('It tastes good',)",,No,No,$6-$8,$6-$8,No,Less than $20,Yes,Female,Master's degree,Employed full-time,Married,None,"$150,000 or more"
24x9rg,35-44 years old,1,"('At home',)","('Pour over', 'Pod/capsule machine (e.g. Keurig/Nespresso)')",,,Cortado,"('No - just black',)",,,Fruity,Somewhat strong,Light,Half caff,6,4,4,4,4,3,3,2,2,2,5,4,5,Coffee A,Coffee D,Coffee D,I primarily work from home,$20-$40,"('I need the caffeine', 'I need the ritual', 'It tastes good')",,Yes,Yes,$4-$6,$4-$6,Yes,$300-$500,Yes,Male,Doctorate or professional degree,Employed full-time,Married,2,"$150,000 or more"
dY2JjD,25-34 years old,2,"('At the office', 'At home')","('Pour over', 'Espresso')",,,Pourover,"('No - just black', 'Milk, dairy alternative, or coffee creamer')","('Whole milk',)",,Fruity,Medium,Light,Full caffeine,8,3,4,4,4,3,3,4,1,2,2,5,5,Coffee A,Coffee D,Coffee D,I primarily work in person,$20-$40,"('I need the ritual',)",,Yes,Yes,$6-$8,$8-$10,No,$300-$500,Yes,Male,Master's degree,Employed full-time,Married,1,"$100,000 - $149,999"
LdMjyz,18-24 years old,1,"('At home',)","('Pour over', 'Coffee extract (e.g. Cometeer)')",,,Pourover,"('No - just black',)",,,Fruity,Somewhat strong,Medium,Full caffeine,8,1,5,3,3,2,5,4,1,4,2,4,5,Coffee B,Coffee D,Coffee D,I primarily work from home,$20-$40,"('It tastes good',)",,Yes,Yes,$15-$20,More than $20,Yes,$500-$1000,Yes,Male,High school graduate,Employed full-time,Single,None,"$100,000 - $149,999"
9dJYM1,55-64 years old,4,"('At home', 'At the office', 'On the go', 'At a cafe')","('Espresso', 'French press', 'Pour over')",,"('Specialty coffee shop', 'Local cafe')",Americano,"('No - just black',)",,,Bright,Medium,French,Full caffeine,7,4,2,1,3,3,3,3,2,4,1,3,5,Coffee C,Coffee D,Coffee D,I primarily work from home,$40-$60,"('It tastes good', 'I need the ritual')",,Yes,Yes,$8-$10,$10-$15,Yes,$300-$500,Yes,Male,Some college or associate's degree,Employed full-time,Married,More than 3,"$100,000 - $149,999"
kYR4rj,25-34 years old,2,"('At home', 'At the office', 'At a cafe', 'On the go')","('Espresso', 'Pour over', 'French press')",,"('Local cafe',)",Americano,"('No - just black',)",,,Full Bodied,Somewhat strong,Medium,Full caffeine,8,1,5,2,3,2,3,3,2,4,4,4,1,Coffee C,Coffee A,Coffee C,I do a mix of both,$20-$40,"('I need the ritual', 'It tastes good')",,Yes,Yes,$4-$6,$8-$10,Yes,$50-$100,Yes,Male,Bachelor's degree,Employed full-time,Single,None,"$75,000 - $99,999"
pLPN7q,35-44 years old,1,"('At home', 'At a cafe')","('Pour over', 'Espresso', 'French press', 'Cold brew', 'Other')","Mokapot, aeropress",,Pourover,"('No - just black',)",,,Juicy,Somewhat strong,Light,Full caffeine,8,2,4,4,3,2,2,3,2,2,1,4,5,Coffee A,Coffee D,Coffee D,I primarily work from home,$40-$60,"('It tastes good',)",,Yes,Yes,More than $20,More than $20,,"More than $1,000",Yes,Male,Bachelor's degree,Employed full-time,Single,None,"$150,000 or more"
6dQ0eO,25-34 years old,Less than 1,"('At the office', 'At home')","('Espresso', 'Cold brew')",,,Cold brew,"('Milk, dairy alternative, or coffee creamer', 'Sugar or sweetener')","('Whole milk', 'Half and half')","('Granulated Sugar', 'Raw Sugar (Turbinado)')",Sweet,Somewhat strong,Medium,Full caffeine,3,1,4,3,3,2,4,2,2,3,1,4,1,Coffee B,Coffee A,Coffee B,I primarily work in person,<$20,"('It tastes good',)",,Yes,No,$10-$15,$10-$15,,"More than $1,000",Yes,Male,Bachelor's degree,Employed full-time,Single,None,"$150,000 or more"
42NlLd,25-34 years old,2,"('At home', 'At a cafe')","('Coffee brewing machine (e.g. Mr. Coffee)',)",,,Regular drip coffee,"('No - just black',)",,,Caramalized,Medium,Medium,Full caffeine,4,1,1,3,2,2,5,5,3,4,3,5,3,Coffee B,Coffee A,Coffee D,I primarily work from home,$20-$40,"('It tastes good', 'I need the caffeine', 'I need the ritual', 'It makes me go to the bathroom')",,Yes,Yes,$6-$8,$6-$8,Yes,$500-$1000,Yes,Male,Bachelor's degree,Employed full-time,Married,None,"$150,000 or more"
LdMxaj,25-34 years old,2,"('At home', 'At a cafe')","('Pour over', 'Other')",Clever,,Cortado,"('No - just black',)",,,Fruity,Somewhat strong,Medium,Full caffeine,6,1,4,5,3,1,3,4,3,1,3,3,4,Coffee A,Coffee A,Coffee A,I primarily work from home,$60-$80,"('It tastes good', 'I need the ritual')",,Yes,Yes,$8-$10,More than $20,Yes,$500-$1000,Yes,Male,Master's degree,Employed full-time,Single,None,"$100,000 - $149,999"
BGbJZ4,35-44 years old,2,"('At home',)","('Bean-to-cup machine', 'Pour over')",,,Cortado,"('No - just black', 'Milk, dairy alternative, or coffee creamer')","('Half and half',)",,Fruity,Medium,Blonde,Half caff,8,1,2,5,3,2,3,3,2,2,2,3,4,Coffee A,Coffee A,Coffee A,I primarily work from home,$60-$80,"('It tastes good', 'I need the caffeine', 'I need the ritual', 'It makes me go to the bathroom')",,Yes,Yes,More than $20,More than $20,No,"More than $1,000",Yes,Male,Bachelor's degree,Employed full-time,Divorced,None,"$150,000 or more"
